啊	ɑ
轾	ʦɿ³⁴
鸷	ʦɿ³⁴
智	ʦɿ³⁴
痣	ʦɿ³⁴
蛭	ʦɿ³⁴
置	ʦɿ³⁴
觯	ʦɿ³⁴
踬	ʦɿ³⁴
朱	ʦɿ⁵³
侏	ʦɿ⁵³
诛	ʦɿ⁵³
邾	ʦɿ⁵³
茱	ʦɿ⁵³
株	ʦɿ⁵³
珠	ʦɿ⁵³
诸	ʦɿ⁵³
猪	ʦɿ⁵³
铢	ʦɿ⁵³
蛛	ʦɿ⁵³
槠	ʦɿ⁵³
潴	ʦɿ⁵³
橥	ʦɿ⁵³
丶	ʦɿ²³
主	ʦɿ²³
拄	ʦɿ²³
渚	ʦɿ²³
煮	ʦɿ²³
麈	ʦɿ²³
注	ʦɿ³⁴
贮	ʦɿ²³
驻	ʦɿ³⁴
炷	ʦɿ³⁴
疰	ʦɿ³⁴
著	ʦɿ³⁴
蛀	ʦɿ³⁴
铸	ʦɿ³⁴
翥	ʦɿ³⁴
仔	ʦɿ²³
孜	ʦɿ⁵³
兹	ʦɿ⁵³
咨	ʦɿ⁵³
姿	ʦɿ⁵³
赀	ʦɿ⁵³
资	ʦɿ⁵³
淄	ʦɿ⁵³
缁	ʦɿ⁵³
谘	ʦɿ⁵³
孳	ʦɿ⁵³
嵫	ʦɿ⁵³
滋	ʦɿ⁵³
粢	ʦɿ⁵³
辎	ʦɿ⁵³
觜	ʦɿ⁵³
觜	ʦɿ²³
锱	ʦɿ⁵³
龇	ʦɿ⁵³
髭	ʦɿ⁵³
鲻	ʦɿ⁵³
籽	ʦɿ²³
子	ʦɿ²³
姊	ʦɿ²³
秭	ʦɿ²³
耔	ʦɿ²³
笫	ʦɿ²³
梓	ʦɿ²³
紫	ʦɿ²³
滓	ʦɿ²³
訾	ʦɿ⁵³
剚	ʦɿ³⁴
恣	ʦɿ³⁴
菹	ʦɿ⁵³
嘴	ʦɿ²³
朝	ʦɔ⁵³
缲	ʦɔ⁵³
缫	ʦɔ²³
遭	ʦɔ⁵³
糟	ʦɔ⁵³
早	ʦɔ²³
枣	ʦɔ²³
蚤	ʦɔ²³
澡	ʦɔ²³
藻	ʦɔ²³
灶	ʦɔ³⁴
钊	ʦɔ⁵³
招	ʦɔ⁵³
昭	ʦɔ⁵³
啁	ʦɔ⁵³
找	ʦɔ²³
沼	ʦɔ²³
诏	ʦɔ³⁴
笊	ʦɔ³⁴
照	ʦɔ³⁴
罩	ʦɔ³⁴
抓	ʦɔ⁵³
爪	ʦɔ²³

祖	ʦu
转	ʦø
最	ʦø
真	ʦəŋ
责	ʦəˀ⁵⁵
走	ʦɤ
州	ʦɤ
周	ʦɤ
啁	ʦɤ
舟	ʦɤ
洲	ʦɤ
肘	ʦɤ
邹	ʦɤ
差	ʦʰa
超	ʦʰɔ
猜	ʦʰɛ
穿	ʦʰø
抽	ʦʰɤ
出	ʦʰoˀ⁵⁵
车	ʦʰo
冲	ʦʰoŋ
醋	ʦʰu
乘	ʦʰəŋ
出	ʦʰəˀ⁵⁵
刺	ʦʰɿ
厂	ʦʰɑ̃


会	uɛ³⁴
荟	uɛ³⁴
恚	uɛ³⁴
威	uɛ⁵³
偎	uɛ⁵³
逶	uɛ⁵³
隈	uɛ⁵³
葳	uɛ⁵³
煨	uɛ⁵³
委	uɛ²³
诿	uɛ²³
萎	uɛ²³
猥	uɛ²³
痿	uɛ²³
畏	uɛ³⁴
尉	uɛ³⁴
喂	uɛ³⁴
蔚	uɛ³⁴
慰	uɛ³⁴
𠲎	vɑ
乏	vɑˀ¹²
伐	vɑˀ¹²
罚	vɑˀ¹²
阀	vɑˀ¹²
垡	vɑˀ¹²
分	vəŋ³⁴
氛	vəŋ⁵³
朆	vəŋ⁵³
坟	vəŋ⁵³
汾	vəŋ⁵³
棼	vəŋ⁵³
焚	vəŋ⁵³
鼢	vəŋ⁵³
份	vəŋ³⁴
忿	vəŋ³⁴
愤	vəŋ²³
鲼	vəŋ²³
文	vəŋ⁵³
纹	vəŋ⁵³
阌	vəŋ⁵³
雯	vəŋ⁵³
刎	vəŋ²³
吻	vəŋ²³
紊	vəŋ²³
汶	vəŋ³⁴
璺	vəŋ³⁴
佛	vəˀ¹²
勿	vəˀ¹²
弗	vəˀ¹²
怫	vəˀ¹²
物	vəˀ¹²
房	vɑ̃⁵³
鲂	vɑ̃⁵³
亡	vɑ̃⁵³
惘	vɑ̃²³
辋	vɑ̃²³
帆	vɛ⁵³
凡	vɛ⁵³
矾	vɛ⁵³
钒	vɛ⁵³
烦	vɛ⁵³
樊	vɛ⁵³
燔	vɛ⁵³
繁	vɛ⁵³
蹯	vɛ⁵³
蘩	vɛ⁵³
犯	vɛ²³
饭	vɛ³⁴
范	vɛ²³
梵	vɛ²³
万	vɛ³⁴
肥	vi⁵³
淝	vi⁵³
腓	vi⁵³
吠	vi³⁴
狒	vi³⁴
费	vi³⁴
怫	vi³⁴
唯	vi⁵³
帷	vi⁵³
惟	vi⁵³
维	vi⁵³
潍	vi⁵³
尾	vi²³
娓	vi²³
艉	vi²³
服	voˀ¹²
伏	voˀ¹²
茯	voˀ¹²
匐	voˀ¹²
缚	voˀ¹²
冯	voŋ⁵³
逢	voŋ⁵³
缝	voŋ⁵³
凤	voŋ³⁴
奉	voŋ²³
俸	voŋ³⁴
稃	vɤ⁵³
罘	vɤ⁵³
浮	vɤ⁵³
桴	vɤ⁵³
涪	vɤ⁵³
蜉	vɤ⁵³
阝	vɤ²³
负	vɤ²³
阜	vɤ³⁴
跗	vu³⁴
凫	vu⁵³
扶	vu⁵³
芙	vu⁵³
苻	vu⁵³
蚨	vu⁵³
符	vu⁵³
釜	vu²³
辅	vu³⁴
滏	vu²³
腐	vu³⁴
父	vu²³
妇	vu²³
附	vu³⁴
驸	vu³⁴
傅	vu³⁴
鲋	vu³⁴
赙	vu³⁴
巫	vu⁵³
毋	vu⁵³
芜	vu⁵³
妩	vu²³
庑	vu²³
怃	vu²³
武	vu²³
侮	vu²³
鹉	vu²³
舞	vu²³
务	vu³⁴
戊	vu³⁴
婺	vu³⁴
骛	vu³⁴
雾	vu³⁴
鹜	vu³⁴
柴	za⁵³
豺	za⁵³
惹	za²³
砦	za³⁴
蕞	za³⁴
藏	zɑ̃⁵³
尝	zɑ̃⁵³
偿	zɑ̃⁵³
徜	zɑ̃⁵³
床	zɑ̃⁵³
裳	zɑ̃⁵³
丄	zɑ̃²³
上	zɑ̃²³
尚	zɑ̃³⁴
绱	zɑ̃²³
奘	zɑ̃³⁴
脏	zɑ̃³⁴
状	zɑ̃³⁴
幢	zɑ̃³⁴
撞	zɑ̃³⁴
长	zã⁵³
肠	zã⁵³
苌	zã⁵³
常	zã⁵³
嫦	zã⁵³
场	zã⁵³
枨	zã⁵³
塍	zã		
澄	zã⁵³
橙	zã⁵³
盛	zã³⁴
剩	zã³⁴
锃	zã³⁴
丈	zã²³
仗	zã²³
杖	zã²³
若	zɑˀ¹²
弱	zɑˀ¹²
芍	zɑˀ¹²
石	zɑˀ¹²
炻	zɑˀ¹²
硕	zɑˀ¹²
砸	zɑˀ¹²
泽	zɑˀ¹²
赜	zɑˀ¹²
闸	zɑˀ¹²
铡	zɑˀ¹²
煠	zɑˀ¹²
宅	zɑˀ¹²
翟	zɑˀ¹²
掷	zɑˀ¹²
着	zɑˀ¹²
贼	zəˀ¹²
食	zəˀ¹²
日	zəˀ¹²
残	zɛ⁵³
惭	zɛ⁵³
谗	zɛ⁵³
馋	zɛ⁵³
潺	zɛ⁵³
巉	zɛ⁵³
戋	zɛ⁵³
暂	zɛ³⁴
錾	zɛ³⁴
瓒	zɛ²³
灒	zɛ³⁴
栈	zɛ³⁴
站	zɛ³⁴
绽	zɛ³⁴
湛	zɛ²³
骣	zɛ²³
赚	zɛ²³
仇	zɤ⁵³
俦	zɤ⁵³
帱	zɤ⁵³
绸	zɤ⁵³
畴	zɤ⁵³
愁	zɤ⁵³
稠	zɤ⁵³
筹	zɤ⁵³
酬	zɤ⁵³
踌	zɤ⁵³
雠	zɤ⁵³
柔	zɤ⁵³
糅	zɤ³⁴
蹂	zɤ⁵³
鞣	zɤ⁵³
寿	zɤ³⁴
受	zɤ²³
售	zɤ³⁴
授	zɤ³⁴
绶	zɤ³⁴
繇	zɤ³⁴
纣	zɤ²³
宙	zɤ³⁴
胄	zɤ³⁴
荮	zɤ²³
酎	zɤ³⁴
骤	zɤ³⁴
籀	zɤ³⁴
岑	zən⁵³
涔	zən⁵³
层	zən⁵³
尘	zən⁵³
臣	zən⁵³
忱	zən⁵³
沉	zən⁵³
辰	zən⁵³
陈	zən⁵³
宸	zən⁵³
晨	zən⁵³
谌	zən⁵³
丞	zən⁵³
成	zən⁵³
呈	zən⁵³
承	zən⁵³
诚	zən⁵³
城	zən⁵³
乘	zən⁵³
埕	zən⁵³
铖	zən⁵³
惩	zən⁵³
程	zən⁵³
裎	zən⁵³
塍	zən		
酲	zən⁵³
澄	zən⁵³
橙	zən⁵³
纯	zən⁵³
唇	zən⁵³
莼	zən⁵³
淳	zən⁵³
鹑	zən⁵³
醇	zən⁵³
存	zən⁵³
忍	zən²³
荏	zən²³
稔	zən²³
刃	zən³⁴
纫	zən³⁴
轫	zən³⁴
衽	zən³⁴
葚	zən²³
润	zən³⁴
娠	zən⁵³
神	zən⁵³
肾	zən²³
甚	zən²³
慎	zən³⁴
蜃	zən³⁴
渑	zən⁵³
绳	zən⁵³
晟	zən⁵³
嵊	zən³⁴
吮	zən²³
顺	zən³⁴
曾	zən⁵³
赠	zən³⁴
阵	zən³⁴
鸩	zən³⁴
朕	zən²³
郑	zən³⁴
茬	zɿ⁵³
池	zɿ⁵³
驰	zɿ⁵³
迟	zɿ⁵³
茌	zɿ⁵³
持	zɿ⁵³
匙	zɿ⁵³
墀	zɿ⁵³
踟	zɿ⁵³
篪	zɿ⁵³
豉	zɿ³⁴
除	zɿ⁵³
厨	zɿ⁵³
滁	zɿ⁵³
锄	zɿ⁵³
蜍	zɿ⁵³
雏	zɿ⁵³
橱	zɿ⁵³
躇	zɿ⁵³
蹰	zɿ⁵³
储	zɿ²³
槌	zɿ⁵³
呲	zɿ⁵³
词	zɿ⁵³
祠	zɿ⁵³
茨	zɿ⁵³
瓷	zɿ⁵³
慈	zɿ⁵³
辞	zɿ⁵³
磁	zɿ⁵³
鹚	zɿ⁵³
糍	zɿ⁵³
坻	zɿ⁵³
龃	zɿ²³
如	zɿ⁵³
茹	zɿ⁵³
铷	zɿ⁵³
儒	zɿ⁵³
嚅	zɿ⁵³
孺	zɿ⁵³
濡	zɿ⁵³
薷	zɿ⁵³
襦	zɿ⁵³
蠕	zɿ⁵³
颥	zɿ⁵³
汝	zɿ²³
乳	zɿ²³
洳	zɿ³⁴
时	zɿ⁵³
埘	zɿ⁵³
莳	zɿ³⁴
鲥	zɿ⁵³
士	zɿ²³
氏	zɿ²³
礻	zɿ³⁴
仕	zɿ²³
市	zɿ²³
示	zɿ³⁴
事	zɿ³⁴
侍	zɿ³⁴
视	zɿ³⁴
恃	zɿ²³
是	zɿ²³
柿	zɿ²³
舐	zɿ²³
逝	zɿ³⁴
铈	zɿ²³
谥	zɿ³⁴
嗜	zɿ³⁴
筮	zɿ³⁴
誓	zɿ³⁴
噬	zɿ³⁴
殳	zɿ⁵³
殊	zɿ⁵³
署	zɿ²³
薯	zɿ²³
曙	zɿ²³
树	zɿ³⁴
竖	zɿ²³
墅	zɿ²³
澍	zɿ³⁴
巳	zɿ²³
寺	zɿ³⁴
汜	zɿ²³
似	zɿ²³
兕	zɿ²³
姒	zɿ²³
祀	zɿ²³
饲	zɿ³⁴
俟	zɿ²³
耜	zɿ²³
嗣	zɿ³⁴
豸	zɿ²³
治	zɿ³⁴
峙	zɿ²³
痔	zɿ²³
彘	zɿ³⁴
滞	zɿ³⁴
稚	zɿ³⁴
雉	zɿ²³
洙	zɿ⁵³
伫	zɿ²³
住	zɿ³⁴
苎	zɿ²³
杼	zɿ²³
柱	zɿ²³
箸	zɿ³⁴
字	zɿ³⁴
自	zɿ³⁴
渍	zɿ³⁴
眦	zɿ³⁴
馇	zo⁵³
查	zo⁵³
茬	zo⁵³
茶	zo⁵³
搽	zo⁵³
猹	zo⁵³
槎	zo⁵³
碴	zo⁵³
鹾	zo⁵³
佘	zo⁵³
蛇	zo⁵³
社	zo²³
射	zo³⁴
麝	zo³⁴
铊	zo⁵³
乍	zo³⁴
蚕	zø⁵³
婵	zø⁵³
孱	zø⁵³
禅	zø⁵³
禅	zø³⁴
缠	zø⁵³
蝉	zø⁵³
廛	zø⁵³
蟾	zø⁵³
躔	zø⁵³
踹	zø²³
传	zø⁵³
船	zø⁵³
遄	zø⁵³
椽	zø⁵³
垂	zø⁵³
陲	zø⁵³
捶	zø⁵³
槌	zø⁵³
锤	zø⁵³
悴	zø³⁴
萃	zø³⁴
瘁	zø³⁴
单	zø⁵³
掸	zø³⁴
怼	zø³⁴
然	zø⁵³
髯	zø⁵³
燃	zø⁵³
冉	zø²³
苒	zø⁵³
蕤	zø⁵³
蕊	zø²³
芮	zø³⁴
枘	zø³⁴
锐	zø³⁴
瑞	zø³⁴
睿	zø³⁴
善	zø²³
鄯	zø³⁴
缮	zø³⁴
嬗	zø³⁴
擅	zø³⁴
膳	zø³⁴
赡	zø³⁴
蟮	zø²³
鳝	zø²³
谁	zø⁵³
睡	zø³⁴
隋	zø⁵³
随	zø⁵³
遂	zø³⁴
隧	zø³⁴
燧	zø³⁴
穗	zø³⁴
攒	zø⁵³
澶	zø⁵³
撰	zø²³
篆	zø²³
馔	zø²³
椎	zø⁵³
坠	zø³⁴
缒	zø³⁴
躜	zø⁵³
罪	zø²³
曹	zɔ⁵³
嘈	zɔ⁵³
漕	zɔ⁵³
槽	zɔ⁵³
艚	zɔ⁵³
螬	zɔ⁵³
晁	zɔ⁵³
巢	zɔ⁵³
朝	zɔ⁵³
嘲	zɔ⁵³
潮	zɔ⁵³
扰	zɔ²³
韶	zɔ⁵³
劭	zɔ³⁴
邵	zɔ³⁴
绍	zɔ²³
皂	zɔ²³
唣	zɔ³⁴
造	zɔ²³
召	zɔ³⁴
兆	zɔ²³
赵	zɔ²³
棹	zɔ³⁴
肇	zɔ²³
馇	zo⁵³
查	zo⁵³
茬	zo⁵³
茶	zo⁵³
搽	zo⁵³
猹	zo⁵³
槎	zo⁵³
碴	zo⁵³
鹾	zo⁵³
佘	zo⁵³
蛇	zo⁵³
社	zo²³
射	zo³⁴
麝	zo³⁴
铊	zo⁵³
乍	zo³⁴
入	zəˀ¹²
舌	zəˀ¹²
涉	zəˀ¹²
十	zəˀ¹²
饣	zəˀ¹²
什	zəˀ¹²
实	zəˀ¹²
蚀	zəˀ¹²
食	zəˀ¹²
秫	zəˀ¹²
术	zəˀ¹²
沭	zəˀ¹²
述	zəˀ¹²
杂	zəˀ¹²
择	zəˀ¹²
泽	zəˀ¹²
贼	zəˀ¹²
蜇	zəˀ¹²
折	zəˀ¹²
蛰	zəˀ¹²
辙	zəˀ¹²
侄	zəˀ¹²
直	zəˀ¹²
值	zəˀ¹²
埴	zəˀ¹²
植	zəˀ¹²
殖	zəˀ¹²
踯	zəˀ¹²
帙	zəˀ¹²
秩	zəˀ¹²
虫	zoŋ⁵³
崇	zoŋ⁵³
从	zoŋ⁵³
丛	zoŋ⁵³
淙	zoŋ⁵³
琮	zoŋ⁵³
讼	zoŋ³⁴
诵	zoŋ³⁴
颂	zoŋ³⁴
仲	zoŋ³⁴
重	zoŋ⁵³
殂	zu⁵³
痤	zu⁵³
矬	zu⁵³
助	zu³⁴
坐	zu²³
阼	zu³⁴
祚	zu³⁴
胙	zu³⁴
唑	zu²³
座	zu³⁴
哜	ʑi³⁴
鲚	ʑi²³
齐	ʑi⁵³
脐	ʑi⁵³
蛴	ʑi⁵³
荠	ʑi⁵³
徐	ʑi⁵³
邪	ʑia⁵³
斜	ʑia⁵³
谢	ʑia³⁴
榭	ʑia³⁴
琊	ʑia⁵³
铘	ʑia⁵³
匠	ʑiɑ̃³⁴
戕	ʑiɑ̃⁵³
墙	ʑiɑ̃⁵³
嫱	ʑiɑ̃⁵³
蔷	ʑiɑ̃⁵³
樯	ʑiɑ̃⁵³
详	ʑiɑ̃⁵³
庠	ʑiɑ̃⁵³
祥	ʑiɑ̃⁵³
翔	ʑiɑ̃⁵³
象	ʑiɑ̃²³
像	ʑiɑ̃²³
橡	ʑiɑ̃²³
蟓	ʑiɑ̃²³
镡	ʑin⁵³
尽	ʑin²³
荩	ʑin³⁴
烬	ʑin³⁴
赆	ʑin³⁴
净	ʑin³⁴
婧	ʑin³⁴
靓	ʑin³⁴
靖	ʑin²³
静	ʑin²³
秦	ʑin⁵³
嗪	ʑin⁵³
螓	ʑin⁵³
情	ʑin⁵³
晴	ʑin⁵³
饧	ʑin⁵³
寻	ʑin⁵³
巡	ʑin⁵³
旬	ʑin⁵³
驯	ʑin⁵³
浔	ʑin⁵³
循	ʑin⁵³
鲟	ʑin⁵³
徇	ʑin³⁴
殉	ʑin³⁴
蕈	ʑin²³
就	ʑiɤ³⁴
鹫	ʑiɤ³⁴
囚	ʑiɤ⁵³
泅	ʑiɤ⁵³
酋	ʑiɤ⁵³
遒	ʑiɤ⁵³
蝤	ʑiɤ⁵³
岫	ʑiɤ³⁴
袖	ʑiɤ³⁴
錒	a⁵³
壓	ɑˀ⁵⁵
鴨	ɑˀ⁵⁵
軛	ɑˀ⁵⁵
軋	ɑˀ¹²
鮑	bɔ²³
盤	bø⁵³
蹣	bø⁵³
鉑	bɑˀ¹²
龐	bã⁵³
鰟	bã⁵³
鵬	bɑ̃⁵³
備	bɛ³⁴
憊	bɛ³⁴
賠	bɛ⁵³
錇	bɛ⁵³
唄	ba³⁴
敗	ba³⁴
別	biɪˀ¹²
髕	biɲ²³
並	biɲ²³
併	biɲ²³
貧	biɲ⁵³
嬪	biɲ⁵³
頻	biɲ⁵³
顰	biɲ⁵³
評	biɲ⁵³
憑	biɲ⁵³
蘋	biɲ⁵³
鮃	biɲ⁵³
幣	bi³⁴
斃	bi³⁴
鈹	bi⁵³
鮍	bi⁵³
羆	bi⁵³
罷	bo³⁴
蔔	boˀ¹²
縛	boˀ¹²
僕	boˀ¹²
鏷	boˀ¹²
寫	ɕia²³
瀉	ɕia³⁴
鄉	ɕiɑ̃⁵³
薌	ɕiɑ̃⁵³
響	ɕiɑ̃²³
餉	ɕiɑ̃²³
饗	ɕiɑ̃²³
曏	ɕiɑ̃³⁴
洶	ɕioŋ⁵³
鋅	ɕin⁵³
詢	ɕin⁵³
訊	ɕin³⁴
饈	ɕiɤ⁵³
綉	ɕiɤ³⁴
繡	ɕiɤ³⁴
銹	ɕiɤ³⁴
鏽	ɕiɤ³⁴
綃	ɕiɔ⁵³
蕭	ɕiɔ⁵³
銷	ɕiɔ⁵³
瀟	ɕiɔ⁵³
簫	ɕiɔ⁵³
嘯	ɕiɔ³⁴
閾	ɕyəˀ⁵⁵
勛	ɕyŋ⁵³
訓	ɕyŋ³⁴
纖	ɕi⁵³
秈	ɕi⁵³
鮮	ɕi⁵³
蘚	ɕi²³
綫	ɕi³⁴
線	ɕi³⁴
選	ɕi²³
癬	ɕi²³
達	dɑˀ¹²
噠	dɑˀ¹²
躂	dɑˀ¹²
斷	dø²³
緞	dø²³
蕁	dø⁵³
譚	dø⁵³
團	dø⁵³
摶	dø⁵³
竇	dɤ³⁴
讀	dɤ³⁴
頭	dɤ⁵³
奪	deˀ¹²
導	dɔ³⁴
燾	dɔ³⁴
盜	dɔ³⁴
濤	dɔ⁵³
鞀	dɔ⁵³
碭	dɑ̃³⁴
盪	dɑ̃²³
蕩	dɑ̃²³
彈	dɛ⁵³
彈	dɛ³⁴
憚	dɛ³⁴
壇	dɛ⁵³
罈	dɛ⁵³
曇	dɛ⁵³
談	dɛ⁵³
錟	dɛ⁵³
燈	dən⁵³
鐙	dən³⁴
鐓	dən⁵³
噸	dən⁵³
躉	dən²³
燉	dən³⁴
頓	dən³⁴
電	di³⁴
墊	di³⁴
鈿	di⁵³
澱	di³⁴
闐	di⁵³
錠	din³⁴
鋌	din²³
糴	diɪˀ¹²
敵	diɪˀ¹²
滌	diɪˀ¹²
覿	diɪˀ¹²
諜	diɪˀ¹²
疊	diɪˀ¹²
鰈	diɪˀ¹²
調	diɔ⁵³
條	diɔ⁵³
齠	diɔ⁵³
鰷	diɔ⁵³
銚	diɔ⁵³
動	doŋ²³
衕	doŋ⁵³
銅	doŋ⁵³
慟	doŋ³⁴
讀	doˀ¹²
瀆	doˀ¹²
櫝	doˀ¹²
牘	doˀ¹²
犢	doˀ¹²
黷	doˀ¹²
獨	doˀ¹²
鐸	doˀ¹²
鍍	du³⁴
墮	du²³
圖	du⁵³
塗	du⁵³
馱	du⁵³
駝	du⁵³
鴕	du⁵³
鼉	du⁵³
頎	ʥi⁵³
騏	ʥi⁵³
騎	ʥi⁵³
錡	ʥi⁵³
蘄	ʥi⁵³
鰭	ʥi⁵³
蹺	ʥia⁵³
鞽	ʥia⁵³
竅	ʥia³⁴
翹	ʥia³⁴
強	ʥiɑ̃⁵³
嶠	ʥiɔ³⁴
轎	ʥiɔ³⁴
喬	ʥiɔ⁵³
僑	ʥiɔ⁵³
蕎	ʥiɔ⁵³
橋	ʥiɔ⁵³
翹	ʥiɔ⁵³
舊	ʥiɤ³⁴
虯	ʥiɤ⁵³
賕	ʥiɤ⁵³
窮	ʥioŋ⁵³
煢	ʥioŋ⁵³
瓊	ʥioŋ⁵³
僅	ʥin³⁴
饉	ʥin³⁴
覲	ʥin³⁴
鯨	ʥin⁵³
痙	ʥin²³
競	ʥin³⁴
极	ʥiɪˀ¹²
極	ʥiɪˀ¹²
傑	ʥiɪˀ¹²
鮚	ʥiɪˀ¹²
劇	ʥiɪˀ¹²
詎	ʥy²³
鉅	ʥy²³
懼	ʥy³⁴
颶	ʥy³⁴
窶	ʥy²³
鴝	ʥy⁵³
軸	ʥyəˀ¹²
鎄	ɛ⁵³
噯	ɛ²³
藹	ɛ²³
靄	ɛ²³
愛	ɛ³⁴
嬡	ɛ³⁴
曖	ɛ³⁴
璦	ɛ³⁴
誒	ɛ⁵³
鈁	fɑ̃⁵³
訪	fɑ̃²³
紡	fɑ̃²³
阪	fɛ²³
販	fɛ³⁴
發	fɑˀ⁵⁵
髮	fɑˀ⁵⁵
琺	fɑˀ⁵⁵
紛	fən⁵³
奮	fən³⁴
僨	fən³⁴
糞	fən³⁴
飛	fi⁵³
緋	fi⁵³
鯡	fi³⁴
誹	fi²³
廢	fi³⁴
費	fi³⁴
鐨	fi³⁴
輻	foˀ⁵⁵
復	foˀ⁵⁵
複	foˀ⁵⁵
覆	foˀ⁵⁵
豐	foŋ⁵³
風	foŋ⁵³
灃	foŋ⁵³
楓	foŋ⁵³
瘋	foŋ⁵³
碸	foŋ⁵³
鋒	foŋ⁵³
諷	foŋ²³
膚	fu⁵³
麩	fu⁵³
撫	fu³⁴
訃	fu³⁴
賦	fu³⁴
絞	gɔ²³
這	gəˀ¹²
個	gəˀ¹²
擱	goˀ¹²
閣	goˀ¹²
鉻	goˀ¹²
轂	goˀ¹²
穀	goˀ¹²
國	goˀ¹²
槨	goˀ¹²
覺	goˀ¹²
摜	guɛ³⁴
環	guɛ⁵³
繯	guɛ³⁴
詬	hɤ³⁴
鱟	hɤ³⁴
嚇	hɑˀ⁵⁵
頇	hø⁵³
漢	hø³⁴
蝦	hø⁵³
蝦	ho⁵³
轟	hoŋ⁵³
謊	huɑ̃²³
況	huɑ̃³⁴
貺	huɑ̃³⁴
葷	huəŋ⁵³
閽	huəŋ⁵³
訶	hu⁵³
軤	hu⁵³
滸	hu²³
鈥	hu²³
貨	hu³⁴
嘩	huɑ
鮭	ɦa⁵³
項	ɦɑ̃²³
鉛	ɦi⁵³
賢	ɦi⁵³
鹹	ɦi⁵³
嫻	ɦi⁵³
峴	ɦi²³
現	ɦi³⁴
訁	ɦi⁵³
鹽	ɦi⁵³
艷	ɦi³⁴
灧	ɦi³⁴
爺	ɦia⁵³
樂	ɦiɑˀ¹²
櫟	ɦiɑˀ¹²
俠	ɦiɑˀ¹²
峽	ɦiɑˀ¹²
協	ɦiɑˀ¹²
葯	ɦiɑˀ¹²
藥	ɦiɑˀ¹²
鑰	ɦiɑˀ¹²
躍	ɦiɑˀ¹²
銚	ɦiɔ⁵³
餚	ɦiɔ⁵³
軺	ɦiɔ⁵³
窯	ɦiɔ⁵³
謠	ɦiɔ⁵³
謡	ɦiɔ⁵³
搖	ɦiɔ⁵³
遙	ɦiɔ⁵³
瑤	ɦiɔ⁵³
鰩	ɦiɔ⁵³
鷂	ɦiɔ³⁴
華	ɦo⁵³
嘩	ɦo⁵³
驊	ɦo⁵³
鏵	ɦo⁵³
劃	ɦo⁵³
畫	ɦo⁵³
畫	ɦo⁴³
話	ɦo⁴³
樺	ɦo⁴³
廈	ɦo²³
鵠	ɦoˀ⁵⁵
鑊	ɦoˀ⁵⁵
學	ɦoˀ⁵⁵
澩	ɦoˀ⁵⁵
鎬	ɦɔ²³
號	ɦɔ³⁴
顥	ɦɔ²³
灝	ɦɔ²³
紅	ɦoŋ⁵³
閎	ɦoŋ⁵³
葒	ɦoŋ⁵³
鴻	ɦoŋ⁵³
訌	ɦoŋ⁵³
賀	ɦu³⁴
衚	ɦu⁵³
鬍	ɦu⁵³
壺	ɦu⁵³
鶘	ɦu⁵³
戶	ɦu²³
護	ɦu³⁴
滬	ɦu²³
禍	ɦu²³
黃	ɦuɑ̃⁵³
鰉	ɦuɑ̃⁵³
壞	ɦua⁵³
懷	ɦua³⁴
鶻	ɦuəˀ¹²
獲	ɦuəˀ¹²
穫	ɦuəˀ¹²
琿	ɦuəŋ⁵³
渾	ɦuəŋ⁵³
餛	ɦuəŋ⁵³
諢	ɦuəŋ³⁴
劃	ɦuɑˀ¹²
畫	ɦuɑˀ¹²
匯	ɦuɛ³⁴
彙	ɦuɛ³⁴
會	ɦuɛ³⁴
繪	ɦuɛ³⁴
為	ɦuɛ⁵³
爲	ɦuɛ⁵³
為	ɦuɛ³⁴
爲	ɦuɛ³⁴
韋	ɦuɛ⁵³
幃	ɦuɛ⁵³
溈	ɦuɛ⁵³
潙	ɦuɛ⁵³
違	ɦuɛ⁵³
闈	ɦuɛ⁵³
潿	ɦuɛ⁵³
偉	ɦuɛ²³
偽	ɦuɛ²³
僞	ɦuɛ²³
緯	ɦuɛ²³
葦	ɦuɛ²³
煒	ɦuɛ²³
瑋	ɦuɛ²³
韙	ɦuɛ²³
鮪	ɦuɛ²³
衛	ɦuɛ³⁴
謂	ɦuɛ³⁴
蝟	ɦuɛ³⁴
圍	ɦy⁵³
於	ɦy⁵³
餘	ɦy⁵³
歟	ɦy⁵³
諛	ɦy⁵³
余	ɦy⁵³
餘	ɦy⁵³
漁	ɦy⁵³
覦	ɦy⁵³
輿	ɦy⁵³
與	ɦy²³
嶼	ɦy²³
預	ɦy³⁴
諭	ɦy³⁴
蕷	ɦy³⁴
譽	ɦy³⁴
悅	ɦyɪˀ¹²
鉞	ɦyɪˀ¹²
閱	ɦyɪˀ¹²
閲	ɦyɪˀ¹²
粵	ɦyɪˀ¹²
縣	ɦyø³⁴
懸	ɦyø⁵³
鉉	ɦyø²³
鳶	ɦyø⁵³
員	ɦyø⁵³
園	ɦyø⁵³
圓	ɦyø⁵³
緣	ɦyø⁵³
轅	ɦyø⁵³
櫞	ɦyø⁵³
遠	ɦyø²³
兗	ɦyn²³
員	ɦyn⁵³
雲	ɦyn⁵³
勻	ɦyn⁵³
紜	ɦyn⁵³
蕓	ɦyn⁵³
鄖	ɦyn³⁴
隕	ɦyn²³
殞	ɦyn²³
運	ɦyn³⁴
鄆	ɦyn³⁴
